C283456,Memory,EEPROM,M95128-RDW6TP,TSSOP-8_3.0x4.4x0.65P,8,STMicroelectronics,Extended,TSSOP-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1811021516_STMicroelectronics-M95128-RDW6TP_C283456.pdf,500-999:0.406299213,2000-3999:0.395275591,10-29:0.574803150,4000-:0.393700787,1-9:0.692913386,30-99:0.489763780,100-499:0.418897638,1000-1999:0.400000000,0,
C283458,Memory,EEPROM,M95256-RDW6TP,TSSOP-8_3.0x4.4x0.65P,8,STMicroelectronics,Extended,1.8V ~ 5.5V SPI 256Kb (32K x 8) TSSOP-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1811021516_STMicroelectronics-M95256-RDW6TP_C283458.pdf,1-9:0.697637795,10-29:0.576377953,30-99:0.488188976,100-499:0.415748031,500-999:0.403149606,1000-1999:0.396850394,2000-3999:0.392125984,4000-:0.390551181,3983,
C283459,Memory,EEPROM,M95320-WMN6TP,SOP-8,8,STMicroelectronics,Extended,2.5V ~ 5.5V SPI 32Kb (4K x 8) SO-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1811141525_STMicroelectronics-M95320-WMN6TP_C283459.pdf,1-9:0.381102362,10-29:0.318110236,30-99:0.272440945,100-499:0.234645669,500-999:0.226771654,1000-1999:0.223622047,2000-3999:0.222047244,4000-:0.220472441,303,
C283461,Memory,EEPROM,M95640-RMN6TP,SOP-8_3.9x4.9x1.27P,8,STMicroelectronics,Extended,1.8V ~ 5.5V SPI 64Kb (8K x 8) SO-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1811141535_STMicroelectronics-M95640-RMN6TP_C283461.pdf,10-29:0.305511811,100-499:0.218897638,500-999:0.212598425,2000-3999:0.206299213,4000-:0.204724409,1-9:0.370078740,30-99:0.258267717,1000-1999:0.209448819,0,
C2835333,Memory,NOR FLASH,W25Q16JWXHIQ,XSON-8,9,Winbond Elec,Extended,XSON-8 NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/2105281610_Winbond-Elec-W25Q16JWXHIQ_C2835333.pdf,30-99:0.702362205,2000-3999:0.540157480,1-9:1.059842520,500-999:0.557480315,100-499:0.579527559,10-29:0.853543307,4000-:0.533858268,1000-1999:0.548031496,74,
C2835347,Memory,eMMC,SDINADF4-16G-H,BGA153,153,SANDISK,Extended,BGA-153 eMMC ROHS,https://datasheet.lcsc.com/lcsc/2105241355_SANDISK-SDINADF4-16G-H_C2835347.pdf,1-9:16.062992126,10-29:16.062992126,30-199:16.062992126,200-499:6.217322835,500-999:5.998425197,1000-:5.889763780,0,
C2836409,Memory,NAND FLASH,MKDN064GCL-AA,LGA-8,8,MK,Extended,LGA-8 NAND FLASH ROHS, ,30-99:4.903937008,1000-:4.655118110,1-9:5.611023622,500-999:4.655118110,104-499:4.759055118,10-29:5.000000000,102-103:4.759055118,100-101:4.759055118,331,
C283641,Memory,EEPROM,M95320-WDW6TP,TSSOP-8_3.0x4.4x0.65P,8,STMicroelectronics,Extended,2.5V ~ 5.5V SPI 32Kb (4K x 8) TSSOP-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1811131658_STMicroelectronics-M95320-WDW6TP_C283641.pdf,500-999:0.182047244,1-9:0.312598425,30-99:0.219842520,2000-3999:0.177322835,10-29:0.258740157,100-499:0.187559055,1000-1999:0.179370079,4000-:0.176062992,0,
C2836410,Memory,NAND FLASH,MKDN128GCL-AA,LGA-8,13,MK,Extended,LGA-8 NAND FLASH ROHS, ,1-9:7.637795276,10-29:6.741732283,30-99:6.600000000,104-499:6.387401575,500-999:6.234645669,102-103:6.387401575,1000-:6.234645669,100-101:6.387401575,0,
C2836794,Memory,EEPROM,P24C02A-SSH-MIR,SOP8,8,£®PUYA£©,Extended,SOP-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2106031803_-PUYA--P24C02A-SSH-MIR_C2836794.pdf,5-45:0.094173228,50-145:0.077795276,150-495:0.065826772,500-2495:0.055905512,2500-4995:0.054330709,5000-9995:0.053385827,10000-19995:0.052913386,20000-:0.052440945,3475,
C2838632,Memory,NAND FLASH,CSNP1GCR01-AOW,LGA-8,8,Creat Storage World,Extended,LGA-8 NAND FLASH ROHS, ,1-9:3.659842520,10-29:2.998425197,30-99:2.518110236,100-499:2.122834646,500-999:2.055118110,1000-1999:2.022047244,2000-3999:1.996850394,4000-:1.981102362,128,
C2841139,Memory,NAND FLASH,CSNP32GCR01-AOW,LGA-8,8,Creat Storage World,Extended,LGA-8 NAND FLASH ROHS,https://datasheet.lcsc.com/lcsc/2108071830_Creat-Storage-World-CSNP32GCR01-AOW_C2841139.pdf,1-9:11.614173228,10-29:9.409448819,30-99:7.811023622,100-499:6.492913386,500-999:6.267716535,4000-:6.018897638,2000-3999:6.074015748,1000-1999:6.157480315,423,
C2841151,Memory,DDR SDRAM,MT41K128M16JT-107:K,FBGA-96(8x14),96,Micron Tech,Extended,FBGA-96(8x14) DDR SDRAM ROHS, ,1-9:8.959055118,10-29:7.587401575,30-99:6.474015748,100-499:5.275590551,500-999:5.018897638,1000-:4.974803150,18,
C2841153,Memory,DDR SDRAM,NT5CC256M16ER-EKI,TFBGA-96,96,Nanya Tech,Extended,TFBGA-96 DDR SDRAM ROHS, ,104-:4.382677165,30-99:4.525984252,1-9:5.228346457,102-103:4.382677165,100-101:4.382677165,10-29:4.622047244,68,
C2843335,Memory,FLASH,W25Q16JVUXIQ,USON-8_3.0X4.0X0.8P,9,Winbond,Extended,3V 16M-BIT SERIAL FLASH MEMORY WITH DUAL/QUAD SPI,https://www.mouser.de/datasheet/2/949/w25q16jv_spi_revg_03222018_plus-1489727.pdf,1000-:0.000157480,1-999:0.000629921,0,
C2844071,Memory,NAND FLASH,MKDV32GCL-STL,LGA-8,9,MK,Extended,SD2.0 50MHz LGA-8 NAND FLASH ROHS,https://datasheet.lcsc.com/lcsc/2110081830_MK-MKDV32GCL-STL_C2844071.pdf,1-9:7.779527559,10-29:6.962204724,30-99:6.833070866,104-499:6.639370079,500-999:6.500787402,102-103:6.639370079,1000-:6.500787402,100-101:6.639370079,182,
C2846880,Memory,DDR SDRAM,NT5CC256M16EP-EK,VFBGA-96,96,Nanya Tech,Extended,VFBGA-96 DDR SDRAM ROHS,https://datasheet.lcsc.com/lcsc/2108142130_Nanya-Tech-NT5CC256M16EP-EK_C2846880.pdf,1-9:7.256692913,10-29:6.125984252,30-99:5.209448819,100-499:4.220472441,500-999:4.007874016,1000-:3.973228346,0,
C28481,Memory,SRAM,IS61LV256AL-10TL,TSOP-28,28,ISSI(Integrated Silicon Solution),Extended,3.3V Volatile Parallel 256Kb (32K x 8) TSOP-28 SRAM ROHS,https://datasheet.lcsc.com/lcsc/1807301231_ISSI-Integrated-Silicon-Solution-IS61LV256AL-10TL_C28481.pdf,10-29:2.387401575,100-499:1.721259843,500-999:1.669291339,1-9:2.891338583,30-99:2.022047244,1000-:1.644094488,0,
C285235,Memory,EEPROM,FM24C02B-SO-T-G,SOP-8_3.9x4.9x1.27P,8,FUDAN MICRO,Extended,SOP-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1912111437_FUDAN-MICRO-FM24C02B-SO-T-G_C285235.pdf,20000-:0.065039370,50-145:0.098897638,500-2495:0.069763780,5000-9995:0.066456693,2500-4995:0.067559055,5-45:0.120944882,150-495:0.082992126,10000-19995:0.065511811,385,
C285236,Memory,EEPROM,FM24C04D-SO-T-G,SOP-8_3.9x4.9x1.27P,8,FUDAN MICRO,Extended,SOP-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1810061642_FUDAN-MICRO-FM24C04D-SO-T-G_C285236.pdf,5-45:0.141574803,50-145:0.121574803,150-495:0.107086614,500-2495:0.095118110,2500-4995:0.093070866,5000-9995:0.092125984,10000-19995:0.091338583,20000-:0.090866142,4410,
C285237,Memory,EEPROM,FM24C04D-TS-T-G,TSSOP-8_3.0x4.4x0.65P,8,FUDAN MICRO,Extended,TSSOP-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1810061642_FUDAN-MICRO-FM24C04D-TS-T-G_C285237.pdf,5-45:0.146771654,50-145:0.123937008,150-495:0.107244094,500-2495:0.093543307,2500-4995:0.091338583,5000-9995:0.090078740,10000-19995:0.089291339,20000-:0.088661417,4453,
C285238,Memory,EEPROM,FM24C08D-SO-T-G,SOP-8_3.9x4.9x1.27P,8,FUDAN MICRO,Extended,SOP-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1810061643_FUDAN-MICRO-FM24C08D-SO-T-G_C285238.pdf,5-45:0.125984252,50-145:0.105826772,150-495:0.091181102,500-2495:0.079212598,2500-4995:0.077165354,5000-9995:0.076062992,10000-19995:0.075275591,20000-:0.074803150,6163,
C285240,Memory,EEPROM,FM24C128D-DN-T,TDFN-8_EP_2.0x3.0x0.5P_2,8,FUDAN MICRO,Extended,TDFN-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1912111437_FUDAN-MICRO-FM24C128D-DN-T_C285240.pdf,500-999:0.121102362,2000-3999:0.117952756,4000-:0.117007874,1-9:0.209763780,10-29:0.173181102,30-99:0.146771654,100-499:0.124881890,1000-1999:0.119212598,37,
C285241,Memory,EEPROM,FM24C16D-SO-T,SOP-8_3.9x4.9x1.27P,8,FUDAN MICRO,Extended,SOP-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1912111437_FUDAN-MICRO-FM24C16D-SO-T_C285241.pdf,150-495:0.077637795,10000-19995:0.060787402,5-45:0.114645669,50-145:0.093228346,500-2495:0.064881890,5000-9995:0.061574803,20000-:0.060314961,2500-4995:0.062677165,2142,
C285242,Memory,EEPROM,FM24C256A-SO-T-G,SOP-8_3.9x4.9x1.27P,8,FUDAN MICRO,Extended,SOP-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1912111437_FUDAN-MICRO-FM24C256A-SO-T-G_C285242.pdf,1-9:0.190078740,10-29:0.152913386,30-99:0.125984252,100-499:0.103779528,500-999:0.099842520,1000-1999:0.098110236,2000-3999:0.096692913,4000-:0.095748031,0,
C285243,Memory,EEPROM,FM24C256A-TS-T,TSSOP-8_3.0x4.4x0.65P,8,FUDAN MICRO,Extended,TSSOP-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1912111437_FUDAN-MICRO-FM24C256A-TS-T_C285243.pdf,1-9:0.203779528,10-29:0.163984252,30-99:0.135118110,100-499:0.111496063,500-999:0.107401575,1000-1999:0.105354331,2000-3999:0.103937008,4000-:0.102834646,0,
C285244,Memory,EEPROM,FM24C32A-SO-T-G,SOP-8_3.9x4.9x1.27P,8,FUDAN MICRO,Extended,SOP-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1810061643_FUDAN-MICRO-FM24C32A-SO-T-G_C285244.pdf,5-45:0.117322835,50-145:0.097165354,150-495:0.082519685,500-2495:0.070551181,2500-4995:0.068503937,5000-9995:0.067401575,10000-19995:0.066771654,20000-:0.066141732,1766,
C285245,Memory,EEPROM,FM24C32A-TS-T-G,TSSOP-8_3.0x4.4x0.65P,8,FUDAN MICRO,Extended,TSSOP-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1912111437_FUDAN-MICRO-FM24C32A-TS-T-G_C285245.pdf,5-45:0.130236220,50-145:0.107559055,150-495:0.091181102,500-2495:0.077637795,2500-4995:0.075275591,5000-9995:0.074173228,10000-19995:0.073228346,20000-:0.072755906,6,
C285248,Memory,NOR FLASH,FM25F01-DN-T-G,DFN-8,9,FUDAN MICRO,Extended,TDFN-8 NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/1912111437_FUDAN-MICRO-FM25F01-DN-T-G_C285248.pdf,1-9:0.273385827,30-99:0.195433071,2000-3999:0.159700787,10-29:0.228188976,100-499:0.168299213,1000-1999:0.161401575,4000-:0.158566929,500-999:0.163685039,1616,
C2852484,Memory,FLASH,W25Q16JVZPIM,WSON-8_L4.0-W3.0-P0.80,8,Winbond,Extended,3V 16M-Bit  Serial Flash Memory,https://eu.mouser.com/datasheet/2/949/w25q16jv_dtr_reve_02092018_plus-1489664.pdf,1000-:0.000157480,1-999:0.000629921,0,
C285250,Memory,NOR FLASH,FM25F04A-SO-T-G,SOP-8_3.9x4.9x1.27P,8,FUDAN MICRO,Extended,4Mb (512K x 8) SPI - Dual I/O FLASH Non-Volatile SOP-8 NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/1810061643_FUDAN-MICRO-FM25F04A-SO-T-G_C285250.pdf,1-9:0.181417323,30-99:0.127716535,2000-3999:0.103149606,500-999:0.105826772,4000-:0.102362205,10-29:0.150236220,100-499:0.108976378,1000-1999:0.104251969,0,
C285252,Memory,FLASH,FM25Q16A-SO-T-G,SOP-8_3.9x4.9x1.27P,8,Shanghai Fudan Microelectronics,Extended,FLASH SOP8 RoHS,https://datasheet.lcsc.com/szlcsc/1908282002_Shanghai-Fudan-Microelectronics-FM25Q16A-SO-T-G_C285252.pdf,4000-:0.153700787,1-9:0.244566929,30-99:0.174645669,1000-1999:0.156692913,10-29:0.185511811,500-999:0.159023622,2000-3999:0.154803150,100-499:0.163842520,0,
C285253,Memory,NOR FLASH,FM25W32-SOB-T-G,SOP-8,8,FUDAN MICRO,Extended,SOP-8_208mil NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/1912111437_FUDAN-MICRO-FM25W32-SOB-T-G_C285253.pdf,1-9:0.631496063,10-29:0.537007874,30-99:0.469291339,100-499:0.412598425,500-999:0.403149606,1000-1999:0.398425197,2000-3999:0.395275591,4000-:0.392125984,318,
C285254,Memory,EEPROM,FM93C56A-SO-T-G,SOP-8_3.9x4.9x1.27P,8,FUDAN MICRO,Extended,SOP-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2004031412_FUDAN-MICRO-FM93C56A-SO-T-G_C285254.pdf,5-45:0.146929134,50-145:0.124881890,150-495:0.108976378,500-2495:0.095748031,2500-4995:0.093543307,5000-:0.092440945,19,
C2859966,Memory,EEPROM,TMS37157IRSARG4,QFN-16,17,Texas Instruments,Extended,QFN-16 EEPROM ROHS, ,1-9:1.968503937,10-29:1.598425197,100-499:1.107086614,30-99:1.329133858,500-999:1.069291339,1000-:1.050393701,0,
C2874937,Memory,NOR FLASH,GD25Q80EEIGR,USON-8,9,GigaDevice Semicon Beijing,Extended,USON-8 NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/2108150330_GigaDevice-Semicon-Beijing-GD25Q80EEIGR_C2874937.pdf,1000-:0.379527559,30-99:0.483464567,1-9:0.722834646,500-999:0.387401575,100-499:0.401574803,10-29:0.584251969,46,
C2887919,Memory,NOR FLASH,FM25F01B-SO-U-G,SOP-8,8,FUDAN MICRO,Extended,SOP-8 NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/2109132030_FUDAN-MICRO-FM25F01B-SO-U-G_C2887919.pdf,30-99:0.124881890,2000-3999:0.100472441,1-9:0.178582677,500-999:0.103149606,100-499:0.106299213,10-29:0.147559055,4000-:0.099685039,1000-1999:0.101574803,0,
C2890984,Memory,NOR FLASH,XT25F64BSSIGU-S,SOP8-208mil,8,XTX,Extended,SOP-8_208mil NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/2109031030_XTX-XT25F64BSSIGU-S_C2890984.pdf,30-99:0.596850394,2000-3999:0.464566929,1-9:0.885039370,500-999:0.480314961,100-499:0.497637795,10-29:0.718110236,4000-:0.461417323,1000-1999:0.470866142,0,
C2890985,Memory,NOR FLASH,XT25F32BSSIGU-S,SOP8-208mil,8,XTX,Extended,SOP-8_208mil NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/2109031030_XTX-XT25F32BSSIGU-S_C2890985.pdf,1-9:0.477165354,10-29:0.393700787,30-99:0.332283465,100-499:0.281889764,500-999:0.272440945,1000-1999:0.269291339,2000-3999:0.266141732,4000-:0.262992126,120,
C2891523,Memory,NAND FLASH,MT29F1G08ABAEAWP-IT:E,TSOP48,48,Micron Tech,Extended,TSOP-48 NAND FLASH ROHS,https://datasheet.lcsc.com/lcsc/2111101730_Micron-Tech-MT29F1G08ABAEAWP-IT-E_C2891523.pdf,1000-:1.420472441,30-99:1.807874016,100-499:1.499212598,1-9:2.699212598,500-999:1.447244094,10-29:2.182677165,0,
C28932,Memory,FLASH,M25PE80--VMW6TG,SOIC-8_5.3x5.3x1.27P,8,Micron Tech,Extended,Non-Volatile FLASH 8Mb (1M x 8) SPI SOIC-8_208mil FLASH RoHS,https://datasheet.lcsc.com/lcsc/1804240220_Micron-Tech-M25PE80-VMW6TG_C28932.pdf,102-103:1.892913386,1-9:2.209448819,30-99:1.946456693,104-:1.892913386,10-29:1.982677165,100-101:1.892913386,0,
C2895612,Memory,NOR FLASH,W25X10CLUXIG,USON-8,8,Winbond Elec,Extended,USON-8 NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/2109141830_Winbond-Elec-W25X10CLUXIG_C2895612.pdf,1-9:0.522834646,10-29:0.422047244,30-99:0.349606299,100-499:0.288188976,500-999:0.278740157,1000-:0.272440945,0,
C2896793,Memory,EEPROM,ZD24C64A-SSGMT,SOP-8,8,Zetta,Extended,SOP-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2109141830_Zetta-ZD24C64A-SSGMT_C2896793.pdf,5000-:0.069606299,150-495:0.085669291,5-45:0.122519685,2500-4995:0.070708661,500-2495:0.072755906,50-145:0.101102362,965,
C2902482,Memory,EEPROM,HG24C512N,DIP-8,8,HGSEMI,Extended,DIP-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2110251230_HGSEMI-HG24C512N_C2902482.pdf,30-99:0.434645669,2000-3999:0.335433071,1-9:0.651968504,500-999:0.346456693,100-499:0.359055118,10-29:0.525984252,4000-:0.332283465,1000-1999:0.340157480,32,
C2916307,Memory,NOR FLASH,GD25LQ128ESIG,SOP-8,8,GigaDevice Semicon Beijing,Extended,SOP-8 NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/2111221430_GigaDevice-Semicon-Beijing-GD25LQ128ESIG_C2916307.pdf,1000-:1.058267717,30-99:1.351181102,1-9:2.022047244,500-999:1.078740157,100-499:1.118110236,10-29:1.633070866,947,
C2929601,Memory,EEPROM,M95512-DRMN3TP/K,SOIC-8,8,STMicroelectronics,Extended,SO-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2201121430_STMicroelectronics-M95512-DRMN3TP-K_C2929601.pdf,30-99:2.447244094,2000-3999:2.275590551,1-9:2.907086614,500-999:2.343307087,100-499:2.374803150,10-29:2.518110236,4000-:2.255118110,1000-1999:2.303937008,0,
C29388,Memory,SRAM,IS62WV1288BLL-55HLI,STSOP-32,32,ISSI(Integrated Silicon Solution),Extended,2.5V ~ 3.6V Volatile Parallel 1Mb (128K x 8) STSOP-32 SRAM ROHS,https://datasheet.lcsc.com/lcsc/1808272051_ISSI-Integrated-Silicon-Solution-IS62WV1288BLL-55HLI_C29388.pdf,30-99:2.341732283,1-9:3.370078740,10-29:2.773228346,100-499:1.984251969,1000-:1.894488189,500-999:1.924409449,0,
C30076,Memory,NOR FLASH,MX29LV640EBTI-70G,TSOP-48_12.0x18.4x0.5P,48,MXIC(Macronix),Extended,64Mb (8M x 8, 4M x 16) Parallel FLASH Non-Volatile TSOP-48 NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/1808291813_MXIC-Macronix-MX29LV640EBTI-70G_C30076.pdf,1-9:3.056692913,10-29:2.584251969,30-99:2.240944882,100-499:1.959055118,500-999:1.910236220,1000-:1.886614173,0,
C30499,Memory,EEPROM,AT25010B-SSHL-T,SOP-8_3.9x4.9x1.27P,8,Microchip Tech,Extended,1.8V ~ 5.5V SPI 1Kb (128 x 8) SOP-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1806142110_Microchip-Tech-AT25010B-SSHL-T_C30499.pdf,1-9:0.342834646,10-29:0.284251969,30-99:0.241732283,100-499:0.206614173,500-999:0.200629921,1000-1999:0.197795276,2000-3999:0.195590551,4000-:0.194015748,11872,
C30776,Memory,EEPROM,CAT24C02WI-GT3,SOIC-8,8,onsemi,Extended,1.7V ~ 5.5V I2C 2Kb (256 x 8) SOIC-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1804240510_onsemi-CAT24C02WI-GT3-_C30776.pdf,5-45:0.108346457,50-145:0.084094488,150-495:0.080000000,500-2495:0.075275591,2500-:0.073385827,0,
C30800,Memory,EEPROM,AT24C1024BW-SH25-T,SOIC-8,8,Microchip Tech,Extended,SOIC-8_53MM EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2002181003_Microchip-Tech-AT24C1024BW-SH25-T-_C30800.pdf,1-9:2.955905512,30-99:1.973228346,1000-1999:1.546456693,2000-3999:1.525984252,500-999:1.576377953,4000-:1.511811024,10-29:2.385826772,100-499:1.633070866,0,
C30841,Memory,EEPROM,AT93C66B-SSHM-T,SOIC-8_3.9x4.9x1.27P,8,Microchip Tech,Extended,1.7V ~ 5.5V SPI 4Kb (512 x 8, 256 x 16) SOIC-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1810161212_Microchip-Tech-AT93C66B-SSHM-T_C30841.pdf,1-9:0.285354331,10-29:0.229448819,30-99:0.189133858,100-499:0.155748031,500-999:0.149921260,1000-1999:0.147244094,2000-3999:0.145039370,4000-:0.143622047,138279,
C308609,Memory,EEPROM,BR24L02NUX-WTR,VSON008X2030,9,ROHM Semicon,Extended,VSON008x2030 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1811061541_ROHM-Semicon-BR24L02NUX-WTR_C308609.pdf,1-9:0.289448819,10-29:0.240944882,30-99:0.205669291,100-499:0.176692913,500-999:0.171716535,1000-1999:0.169275591,2000-3999:0.167448819,4000-:0.166236220,237,
C308610,Memory,EEPROM,BR24T02FJ-WE2,SOIC-8,8,ROHM Semicon,Extended,SOP-J8-E2 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1811061535_ROHM-Semicon-BR24T02FJ-WE2_C308610.pdf,2500-4995:0.086614173,10000-19995:0.084409449,20000-:0.083779528,50-145:0.122204724,500-2495:0.089133858,5-45:0.147244094,150-495:0.104094488,5000-9995:0.085354331,0,
C31082,Memory,FRAM,FM24CL16B-GTR,SOIC-8_3.9x4.9x1.27P,8,Cypress Semicon,Extended,2.7V ~ 3.65V I2C 16Kb (2K x 8) SOIC-8_150mil FRAM ROHS,https://datasheet.lcsc.com/lcsc/1809042017_Cypress-Semicon-FM24CL16B-GTR_C31082.pdf,1-9:1.582677165,10-29:1.307086614,30-99:1.108661417,100-499:0.944881890,500-999:0.916535433,1000-1999:0.903937008,2000-3999:0.892913386,4000-:0.886614173,1236,
C313536,Memory,EEPROM,BL24C32A,TSSOP-8_3.0x4.4x0.65P,8,BL(Shanghai Belling),Extended,1.7V ~ 5.5V I2C 32Kb (4K x 8) TSSOP-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1810181816_BL-Shanghai-Belling-BL24C32A_C313536.pdf,5-45:0.146141732,50-145:0.122362205,150-495:0.105039370,500-2495:0.090708661,2500-4995:0.088346457,5000-9995:0.087086614,10000-19995:0.086141732,20000-:0.085669291,4778,
C313539,Memory,EEPROM,BL24C04A,SOP-8_3.9x4.9x1.27P,8,BL(Shanghai Belling),Extended,1.7V ~ 5.5V 2-Wire 4Kb (512 x 8) SOP-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1810181816_BL-Shanghai-Belling-BL24C04A_C313539.pdf,5-45:0.083464567,50-145:0.068976378,150-495:0.058425197,500-2495:0.049763780,2500-4995:0.048188976,5000-9995:0.047559055,10000-19995:0.046929134,20000-:0.046614173,2,
C314019,Memory,EEPROM,M95640-DRMN3TP/K,SO-8,8,STMicroelectronics,Extended,1.8V ~ 5.5V SPI 64Kb (8K x 8) SO-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1912111437_STMicroelectronics-M95640-DRMN3TP-K_C314019.pdf,4000-:0.426771654,1-9:0.746456693,30-99:0.529133858,1000-1999:0.434645669,2000-3999:0.429921260,10-29:0.620472441,100-499:0.455118110,500-999:0.440944882,0,
C31422,Memory,EEPROM,AT24C08C-SSHM-T,SOIC-8_3.9x4.9x1.27P,8,Microchip Tech,Extended,1.7V ~ 5.5V I2C 8Kb (1K x 8) SOIC-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2104261832_Microchip-Tech-AT24C08C-SSHM-T_C31422.pdf,1-9:0.326866142,10-29:0.270236220,30-99:0.229291339,100-499:0.195433071,500-999:0.189763780,1000-1999:0.186929134,2000-3999:0.184724409,4000-:0.183307087,5194,
C316692,Memory,EEPROM,24C02/TR,SOP-8_3.9x4.9x1.27P,8,HGSEMI,Extended,SOP-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1811021633_HGSEMI-24C02-TR_C316692.pdf,5-45:0.122204724,50-145:0.100157480,150-495:0.084251969,500-2495:0.071023622,2500-4995:0.068818898,5000-9995:0.067716535,10000-19995:0.066929134,20000-:0.066299213,7882,
C31769,Memory,EEPROM,25LC512T-I/SN,SOIC-8_3.9x4.9x1.27P,8,Microchip Tech,Extended,2.5V ~ 5.5V SPI 512Kb (64K x 8) SOIC-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1809081524_Microchip-Tech-25LC512T-I-SN_C31769.pdf,1-9:1.688188976,10-29:1.398425197,30-99:1.188976378,100-499:1.015748031,500-999:0.985826772,1000-1999:0.971653543,2000-3999:0.960629921,4000-:0.952755906,0,
C318845,Memory,NOR FLASH,GD25Q32CSIGR,SOP-8_5.2x5.3x1.27P,8,GigaDevice Semicon Beijing,Extended,32Mb (4M x 8) SPI - Quad I/O FLASH Non-Volatile SOP-8 NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/1810221633_GigaDevice-Semicon-Beijing-GD25Q32CSIGR_C318845.pdf,1-9:0.881889764,100-499:0.505511811,10-29:0.719685039,1000-:0.480314961,500-999:0.488188976,30-99:0.601574803,6,
C322596,Memory,EEPROM,M24C08-FMN6TP,SOIC-8,8,STMicroelectronics,Extended,SO-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1811141534_STMicroelectronics-M24C08-FMN6TP_C322596.pdf,5-45:0.137952756,150-495:0.097480315,10000-19995:0.079055118,20000-:0.078425197,50-145:0.114488189,500-2495:0.083464567,5000-9995:0.079842520,2500-4995:0.081102362,0,
C32260,Memory,FLASH,W25Q128FVFIG,SOIC-16_7.5x10.3x1.27P,16,Winbond Elec,Extended,Non-Volatile FLASH 128Mb (16M x 8) SPI - Dual/Quad I/O, QPI SOIC-16_300mil FLASH RoHS,https://datasheet.lcsc.com/lcsc/1809192229_Winbond-Elec-W25Q128FVFIG_C32260.pdf,1-9:1.952755906,10-29:1.571653543,30-99:1.296062992,100-499:1.067716535,500-999:1.029921260,1000-1999:1.011023622,2000-3999:0.995275591,4000-:0.985826772,0,
C328460,Memory,NOR FLASH,XM25QH32BHIG,SOP-8_5.2x5.3x1.27P,8,XMC,Extended,32Mb (256 Bytes x 16384 pages) SPI - Dual/Quad I/O, QPI FLASH Non-Volatile SOP-8L NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/1811072025_XMC-XM25QH32BHIG_C328460.pdf,1-9:0.350708661,10-29:0.289606299,30-99:0.245354331,100-499:0.208818898,500-999:0.202519685,1000-1999:0.199527559,2000-3999:0.197165354,4000-:0.195748031,0,
