C106970,Amplifiers,Operational Amplifier,AD8622ARZ,SOIC-8_3.9x4.9x1.27P,8,Analog Devices,Extended,0.48 V/us 2 560kHz ¡À2.5V ~ 15V Voltage Feedback SOIC-8_150mil Operational Amplifier ROHS,https://datasheet.lcsc.com/lcsc/1809171711_Analog-Devices-AD8622ARZ_C106970.pdf,10-29:7.228346457,102-103:6.881889764,104-:6.881889764,100-101:6.881889764,1-9:8.110236220,30-99:7.089763780,0,
C107256,Amplifiers,Comparators,LMV393G-S08-R,SOP-8_3.9x4.9x1.27P,8,UTC(Unisonic Tech),Extended,2.7V ~ 5V 3.8us 200¦ÌA 2 SOP-8_150mil Comparators ROHS,https://datasheet.lcsc.com/lcsc/1809201023_UTC-Unisonic-Tech-LMV393G-S08-R_C107256.pdf,1-9:0.177007874,500-999:0.102362205,100-499:0.105511811,10-29:0.146299213,1000-:0.100944882,30-99:0.123937008,13,
C107356,Amplifiers,Current-Sensing Amplifiers,AD8418BRMZ,MSOP-8,8,Analog Devices,Extended,MSOP-8 Current-Sensing Amplifiers ROHS,https://datasheet.lcsc.com/lcsc/1810092141_Analog-Devices-AD8418BRMZ_C107356.pdf,1-9:3.143307087,10-29:2.765354331,30-99:2.696062992,100-499:2.626771654,500-999:2.596850394,1000-:2.559055118,0,
C107411,Amplifiers,Audio Power OpAmps,TDA7492P13TR,PowerSSO-36,36,STMicroelectronics,Extended,25W x 2 @ 8¦¸ 8V ~ 26V 2-Channel (Stereo) Class D PowerSSO-36 Audio Power OpAmps ROHS,https://datasheet.lcsc.com/lcsc/1809121811_STMicroelectronics-TDA7492P13TR_C107411.pdf,1-9:1.588976378,10-29:1.313385827,30-99:1.113385827,100-499:0.948031496,1000-:0.907086614,500-999:0.921259843,0,
C107643,Amplifiers,Comparators,LMV331W5-7,SOT-25-5,5,Diodes Incorporated,Extended,2.7V ~ 5.5V 450ns Open Collector 200¦ÌA 1 SOT-25-5 Comparators ROHS,https://datasheet.lcsc.com/lcsc/1809191943_Diodes-Incorporated-LMV331W5-7_C107643.pdf,1-9:0.176535433,10-29:0.144409449,30-99:0.121259843,100-499:0.102047244,500-999:0.098740157,1000-1999:0.097165354,2000-3999:0.095905512,4000-:0.095118110,11347,
C107644,Amplifiers,FET InputAmplifiers,TL074IDT,SOIC-14_3.9x8.7x1.27P,14,STMicroelectronics,Extended,1.4mA 13 V/us 4 3MHz J-FET 6V ~ 36V, ¡À3V ~ 18V SOIC-14_150mil FET InputAmplifiers ROHS,https://datasheet.lcsc.com/lcsc/1810241723_STMicroelectronics-TL074IDT_C107644.pdf,1-9:0.360787402,10-29:0.300472441,30-99:0.256850394,100-499:0.220787402,500-999:0.214645669,1000-1999:0.211496063,2000-3999:0.209291339,4000-:0.207874016,16,
C107645,Amplifiers,FET InputAmplifiers,TL084IDT,SOIC-14_3.9x8.7x1.27P,14,STMicroelectronics,Extended,1.4mA 16 V/us 4 4MHz J-FET 6V ~ 36V, ¡À3V ~ 18V SOIC-14_150mil FET InputAmplifiers ROHS,https://datasheet.lcsc.com/lcsc/1810010233_STMicroelectronics-TL084IDT_C107645.pdf,1-9:0.315275591,10-29:0.258267717,30-99:0.217007874,100-499:0.182834646,500-999:0.177165354,1000-1999:0.174173228,2000-3999:0.172078740,4000-:0.170661417,4092,
C107646,Amplifiers,FET InputAmplifiers,TL072IDT,SOIC-8_3.9x4.9x1.27P,8,STMicroelectronics,Extended,16 V/us 2 4MHz J-FET 6V ~ 36V, ¡À3V ~ 18V SOIC-8_150mil FET InputAmplifiers ROHS,https://datasheet.lcsc.com/lcsc/1809291420_STMicroelectronics-TL072IDT_C107646.pdf,500-999:0.337007874,4000-:0.329133858,1-9:0.502362205,30-99:0.384251969,1000-1999:0.333858268,2000-3999:0.330708661,10-29:0.434645669,100-499:0.343307087,0,
C107647,Amplifiers,FET InputAmplifiers,TL082IDT,SOIC-8_3.9x4.9x1.27P,8,STMicroelectronics,Extended,16 V/us 2 4MHz J-FET 6V ~ 36V, ¡À3V ~ 18V SOIC-8_150mil FET InputAmplifiers ROHS,https://datasheet.lcsc.com/lcsc/1811091923_STMicroelectronics-TL082IDT_C107647.pdf,1-9:0.425196850,10-29:0.357480315,30-99:0.308661417,100-499:0.267716535,500-999:0.261417323,1000-1999:0.256692913,2000-3999:0.255118110,4000-:0.253543307,1492,
C107648,Amplifiers,FET InputAmplifiers,TL071CDT,SOIC-8_3.9x4.9x1.27P,8,STMicroelectronics,Extended,1.4mA 16 V/us 4MHz J-FET 6V ~ 36V, ¡À3V ~ 18V SOIC-8_150mil FET InputAmplifiers ROHS,https://datasheet.lcsc.com/lcsc/1809051918_STMicroelectronics-TL071CDT_C107648.pdf,1-9:0.429921260,10-29:0.357480315,30-99:0.305511811,100-499:0.262992126,500-999:0.255118110,1000-:0.251968504,0,
C107682,Amplifiers,Audio Power OpAmps,TPA3123D2PWP,HTSSOP-24_EP_4.4x7.8x0.65P,24,Texas Instruments,Extended,25W x 2 @ 4¦¸ 10 V ~ 30 V 2-Channel (Stereo) Class D HTSSOP-24 Audio Power OpAmps ROHS,https://datasheet.lcsc.com/lcsc/1809172039_Texas-Instruments-TPA3123D2PWP_C107682.pdf,102-103:7.562204724,1-9:8.809448819,30-99:7.773228346,104-:7.562204724,10-29:7.914960630,100-101:7.562204724,0,
C107694,Amplifiers,Audio Power OpAmps,EG8306,SOP-8_3.9x4.9x1.27P,8,EG Micro,Extended,Audio Power OpAmps SOP-8_150mil RoHS,https://datasheet.lcsc.com/szlcsc/EG-Micro-EG8306_C107694.pdf,10-29:0.132598425,100-499:0.097637795,1000-1999:0.093700787,1-9:0.159118110,30-99:0.113543307,2000-3999:0.092598425,4000-:0.091968504,500-999:0.094960630,0,
C107732,Amplifiers,Precision OpAmps,LT1013IS8#PBF,SOP-8_3.9x4.9x1.27P,8,Analog Devices,Extended,350¦ÌA 2 4V ~ 44V, ¡À2V ~ 22V 0.4 V/us General Purpose SOP-8_150mil Precision OpAmps ROHS,https://datasheet.lcsc.com/lcsc/1809051219_Analog-Devices-LT1013IS8-PBF_C107732.pdf,1-9:4.855118110,10-29:4.362204724,30-99:4.285039370,104-499:4.168503937,500-999:4.083464567,102-103:4.168503937,1000-:4.083464567,100-101:4.168503937,0,
C107733,Amplifiers,Precision OpAmps,LT1014ACN#PBF,DIP-14,14,Analog Devices,Extended,350¦ÌA 4 4V ~ 44V, ¡À2V ~ 22V 0.4 V/us General Purpose PDIP-14 Precision OpAmps ROHS,https://datasheet.lcsc.com/lcsc/1809051219_Analog-Devices-LT1014ACN-PBF_C107733.pdf,1000-:6.973228346,30-99:7.316535433,1-9:8.291338583,102-103:7.116535433,500-999:6.973228346,100-101:7.116535433,104-499:7.116535433,10-29:7.448818898,0,
C107761,Amplifiers,Precision OpAmps,LT1801IDD#TRPBF,DFN-8,9,Analog Devices,Extended,1.6mA 80MHz 2 2.3V ~ 12.6V, ¡À1.15V ~ 6.3V 25 V/us General Purpose DFN-8 Precision OpAmps ROHS,https://datasheet.lcsc.com/lcsc/1809051217_Analog-Devices-LT1801IDD-TRPBF_C107761.pdf,2000-3999:2.502362205,4000-:2.483464567,1-9:3.135433071,10-29:2.746456693,30-99:2.674015748,100-499:2.603149606,500-999:2.571653543,1000-1999:2.532283465,0,
C107780,Amplifiers,Operational Amplifier,LT1994IMS8#PBF,MSOP-8_3.0x3.0x0.65P,8,Analog Devices,Extended,65 V/us 1 70MHz 2.375V ~ 12.6V 14.8mA High-speedbroadbandamplifier MSOP-8 Operational Amplifier ROHS,https://datasheet.lcsc.com/lcsc/1809051141_Analog-Devices-LT1994IMS8-PBF_C107780.pdf,1-9:3.240944882,10-29:2.677165354,30-99:2.267716535,100-499:1.930708661,500-999:1.874015748,1000-1999:1.845669291,2000-3999:1.823622047,4000-:1.809448819,0,
C107781,Amplifiers,Precision OpAmps,LTC2054CS5,TSOT-23-5,5,Analog Devices,Extended,140¦ÌA 500kHz 2.7V ~ 6V 0.5 V/us Zero-Drift TSOT-23-5 Precision OpAmps ROHS,https://datasheet.lcsc.com/lcsc/1809051219_Analog-Devices-LTC2054CS5_C107781.pdf,1-9:2.862992126,10-29:2.507086614,30-99:2.440944882,100-499:2.376377953,500-999:2.346456693,1000-1999:2.310236220,2000-3999:2.285039370,4000-:2.266141732,0,
C107977,Amplifiers,Operational Amplifier,LTC6090IFE#PBF,HTSSOP-16_EP_4.4x5.0x0.65P,16,Analog Devices,Extended,21 V/us 1 12MHz 9.5V ~ 140V, ¡À4.75V ~ 70V 2.8mA General Purpose TSSOP-16 Operational Amplifier ROHS,https://datasheet.lcsc.com/lcsc/1809051319_Analog-Devices-LTC6090IFE-PBF_C107977.pdf,1-9:5.744881890,10-29:5.162204724,30-99:5.069291339,104-499:4.932283465,500-999:4.833070866,102-103:4.932283465,1000-:4.833070866,100-101:4.932283465,0,
C107978,Amplifiers,Precision OpAmps,LTC6362IMS8#PBF,MSOP-8_3.0x3.0x0.65P,8,Analog Devices,Extended,1mA 180MHz 2.8V ~ 5.25V, ¡À1.4V ~ 2.625V 45 V/us Differential MSOP-8 Precision OpAmps ROHS,https://datasheet.lcsc.com/lcsc/1809051219_Analog-Devices-LTC6362IMS8-PBF_C107978.pdf,1-9:4.034645669,10-29:3.499212598,30-99:3.401574803,100-499:3.302362205,500-999:3.259842520,1000-:3.204724409,0,
C107980,Amplifiers,Differential OpAmps,LT6600CS8-20#PBF,SOP-8_3.9x4.9x1.27P,8,Analog Devices,Extended,3V ~ 11V, ¡À1.5V ~ 5.5V Differential SOP-8_150mil Differential OpAmps ROHS,https://datasheet.lcsc.com/lcsc/1809051223_Analog-Devices-LT6600CS8-20-PBF_C107980.pdf,1-9:3.907086614,10-29:3.422047244,30-99:3.332283465,100-499:3.242519685,500-999:3.203149606,1000-1999:3.154330709,2000-3999:3.118110236,4000-:3.092913386,0,
C107985,Amplifiers,Comparators,LT6703HVIS5-3#TRMPBF,TSOT-23-5,5,Analog Devices,Extended,1.4V ~ 18V 29us Open-Collector 15¦ÌA 1 TSOT-23-5 Comparators ROHS,https://datasheet.lcsc.com/lcsc/1807311836_Analog-Devices-LT6703HVIS5-3-TRMPBF_C107985.pdf,1-9:1.812598425,10-29:1.497637795,30-99:1.269291339,100-499:1.081889764,500-999:1.050393701,1000-1999:1.034645669,2000-3999:1.022047244,4000-:1.014173228,0,
C108069,Amplifiers,Operational Amplifier,NJM3404AV-TE1-#ZZZB,SSOP-8_3.5x4.4x0.65P,8,JRC,Extended,1.2 V/us 2 1.2MHz 4V~36V,¡À2V~18V 3.5mA General Purpose SSOP-8 Operational Amplifier ROHS,https://datasheet.lcsc.com/lcsc/1809051127_JRC-NJM3404AV-TE1--ZZZB_C108069.pdf,4000-:0.228346457,500-999:0.236220472,1-9:0.401574803,30-99:0.283464567,1000-1999:0.233070866,2000-3999:0.229921260,10-29:0.332283465,100-499:0.242519685,7,
C108070,Amplifiers,Operational Amplifier,NJM3404AM-TE1-#ZZZB,SOP-8,8,JRC,Extended,1.2 V/us 2 1.2MHz 4V ~ 36V 3.5mA General Purpose DMP-8 Operational Amplifier ROHS,https://datasheet.lcsc.com/lcsc/1809051127_JRC-NJM3404AM-TE1--ZZZB_C108070.pdf,1-9:0.376377953,10-29:0.311811024,30-99:0.266141732,100-499:0.228346457,500-999:0.222047244,1000-1999:0.218897638,2000-3999:0.215748031,4000-:0.214173228,0,
C108071,Amplifiers,Operational Amplifier,NJM4580V-TE2-#ZZZB,SSOP-8_3.5x4.4x0.65P,8,JRC,Extended,5 V/us 2 15MHz ¡À2V ~ 18V General Purpose SSOP-8 Operational Amplifier ROHS,https://datasheet.lcsc.com/lcsc/1809051127_JRC-NJM4580V-TE2--ZZZB_C108071.pdf,1-9:0.212440945,10-29:0.171842520,30-99:0.142362205,100-499:0.118110236,500-999:0.114015748,1000-1999:0.111968504,2000-3999:0.110393701,4000-:0.109448819,0,
C108095,Amplifiers,Comparators,LMV331TP-TR,SOT-23-5,5,3PEAK,Extended,SOT-23-5 Comparators ROHS,https://datasheet.lcsc.com/lcsc/1811031716_3PEAK-LMV331TP-TR_C108095.pdf,2500-4995:0.062047244,5-45:0.104881890,150-495:0.074488189,50-145:0.087244094,500-2495:0.063937008,5000-:0.061259843,4,
C108108,Amplifiers,Audio Power OpAmps,TDA7377L-J15-A-T,HZIP,15,UTC(Unisonic Tech),Extended,10W x 4 @ 2¦¸ 8V ~ 18V 4-Channel (Quad) Class AB HZIP-15A Audio Power OpAmps ROHS,https://datasheet.lcsc.com/lcsc/1810010722_UTC-Unisonic-Tech-TDA7377L-J15-A-T_C108108.pdf,1-9:1.305511811,500-999:0.746456693,100-499:0.770078740,10-29:1.075590551,1000-:0.735433071,30-99:0.908661417,0,
C108118,Amplifiers,Operational Amplifier,TDA2030AL-TA5-T,TO-220-5L,5,UTC(Unisonic Tech),Extended,TO-220-5 Operational Amplifier ROHS,https://datasheet.lcsc.com/lcsc/2002250402_UTC-Unisonic-Tech-TDA2030AL-TA5-T_C108118.pdf,1-9:0.412598425,10-29:0.308661417,30-99:0.289763780,100-490:0.270866142,491-495:0.270866142,496-499:0.270866142,500-1999:0.261417323,2000-:0.256692913,0,
C108152,Amplifiers,Operational Amplifier,LV321G-AF5-R,SOT-25-5,5,UTC(Unisonic Tech),Extended,0.8 V/us 1 1MHz 170¦ÌA General Purpose SOT-25 Operational Amplifier ROHS,https://datasheet.lcsc.com/lcsc/1811101409_UTC-Unisonic-Tech-LV321G-AF5-R_C108152.pdf,5-45:0.141417323,2500-4995:0.081889764,500-2495:0.084251969,50-145:0.116850394,5000-:0.080629921,150-495:0.099055118,2980,
C108177,Amplifiers,Operational Amplifier,TS951ILT,SOT-23-5,5,STMicroelectronics,Extended,1 V/us 1 3MHz 2.7V ~ 12V General Purpose SOT-23-5 Operational Amplifier ROHS,https://datasheet.lcsc.com/lcsc/1809301218_STMicroelectronics-TS951ILT_C108177.pdf,500-999:0.451968504,4000-:0.437795276,30-99:0.541732283,2000-3999:0.440944882,1-9:0.762204724,10-29:0.634645669,100-499:0.464566929,1000-1999:0.445669291,112,
C108206,Amplifiers,Operational Amplifier,MC33078DT,SOIC-8_3.9x4.9x1.27P,8,STMicroelectronics,Extended,15MHz 2 General Purpose 4mA 7 V/us 5V ~ 30V, ¡À2.5V ~ 15V SOIC-8_150mil Operational Amplifier ROHS,https://datasheet.lcsc.com/lcsc/1809191822_STMicroelectronics-MC33078DT_C108206.pdf,1-9:0.633070866,10-29:0.518110236,30-99:0.434645669,100-499:0.365354331,500-999:0.352755906,1000-1999:0.348031496,2000-3999:0.343307087,4000-:0.340157480,2313,
C108320,Amplifiers,Operational Amplifier,TLV2170IDGKT,VSSOP-8_3.0x3.0x0.65P,8,Texas Instruments,Extended,0.4 V/us 1 1.2MHz 2.7V ~ 36V, ¡À1.35V ~ 18V 125¦ÌA General Purpose VSSOP-8(3x3x0.65) Operational Amplifier ROHS,https://datasheet.lcsc.com/lcsc/1810010717_Texas-Instruments-TLV2170IDGKT_C108320.pdf,10-29:1.103937008,100-499:0.801574803,4000-:0.751181102,1-9:1.333858268,30-99:0.938582677,1000-1999:0.765354331,500-999:0.777952756,2000-3999:0.757480315,0,
C108323,Amplifiers,Operational Amplifier,NJM2107F-TE1-#ZZZB,SOT-23-5,5,JRC,Extended,3 V/us 1 2V ~ 7V, ¡À1V ~ 3.5V General Purpose SOT-23-5 Operational Amplifier ROHS,https://datasheet.lcsc.com/lcsc/1809051118_JRC-NJM2107F-TE1--ZZZB_C108323.pdf,1-9:0.250393701,30-99:0.176377953,1000-1999:0.144251969,4000-:0.141574803,500-999:0.146299213,2000-3999:0.142519685,10-29:0.207401575,100-499:0.150708661,2616,
C108420,Amplifiers,Operational Amplifier,TLV314IDBVT,SOT-23-5,5,Texas Instruments,Extended,1.5 V/us 1 3MHz 1.8V ~ 5.5V, ¡À0.9V ~ 2.75V CMOS SOT-23-5 Operational Amplifier ROHS,https://datasheet.lcsc.com/lcsc/1809251733_Texas-Instruments-TLV314IDBVT_C108420.pdf,1-9:0.639370079,10-29:0.529133858,30-99:0.448818898,100-499:0.382677165,500-999:0.371653543,1000-:0.365354331,980,
C108456,Amplifiers,Precision OpAmps,MS8629,SOIC-8_3.9x4.9x1.27P,8,Hangzhou Ruimeng Tech,Extended,1.2mA 3.8MHz 2 1.8V ~ 5V 1.25 V/us General Purpose SOIC-8_150mil Precision OpAmps ROHS,https://datasheet.lcsc.com/lcsc/1810010717_Hangzhou-Ruimeng-Tech-MS8629_C108456.pdf,30-99:0.858267717,2000-3999:0.685039370,4000-:0.680314961,500-999:0.703937008,1-9:1.239370079,10-29:1.018897638,100-499:0.727559055,1000-1999:0.692913386,363,
